recId,shot_made_flag,Prediction Probability
5392,0,0.314406197
5397,0,0.264250547
5404,1,0.984685921
5416,0,0.305799662
5417,0,0.313413512
5429,1,0.709399553
5433,0,0.2696865
5434,0,0.223256349
5435,0,0.317255661
5441,0,0.29751981
5453,1,0.73666424
5461,0,0.331524679
5464,0,0.332397673
5468,0,0.318757133
5469,0,0.243852972
5470,1,0.938162181
5472,0,0.234234872
5474,0,0.309574949
5489,0,0.372633741
5494,0,0.344197324
5496,0,0.328779015
5501,0,0.310877597
5510,0,0.249021491
5511,0,0.30144094
5512,1,0.96106171
5518,0,0.384140684
5523,1,0.96808067
5524,1,0.763179501
5528,0,0.328577812
5537,0,0.281865022
5539,0,0.317427631
5541,1,0.537958656
5548,0,0.300366543
5563,0,0.299719371
5564,0,0.347327679
5593,0,0.267609822
5600,1,0.738935426
5609,0,0.34638567
5620,0,0.306870425
5621,0,0.439742958
5630,1,0.82969333
5659,0,0.296251106
5660,1,0.740433017
5669,0,0.24471205
5671,0,0.270354757
5680,0,0.274354113
5681,1,0.771538312
5689,0,0.285360998
5696,0,0.291627365
5712,1,0.716688213
5713,0,0.23861809
5714,0,0.353694975
5729,1,0.999999718
5735,0,0.423188898
5736,0,0.309293889
5758,1,0.614440922
5761,0,0.332037845
5767,0,0.251190309
5772,0,0.340579617
5773,1,0.697020528
5784,0,0.343424022
5787,0,0.436121953
5789,0,0.329391705
5790,1,0.782110158
5811,0,0.300030839
5823,0,0.351648849
5830,0,0.335966255
5831,0,0.367509182
5834,0,0.311933571
5835,0,0.282982822
5836,0,0.287267032
5854,1,0.631882796
5855,0,0.220772438
5857,0,0.317402357
5858,0,0.297716394
5864,1,0.77943302
5873,1,0.807527951
5879,0,0.28763952
5881,0,0.284417506
5882,1,0.686827175
5883,0,0.239539403
5897,0,0.306532292
5899,0,0.311198308
5911,1,0.674944208
5934,0,0.333269097
5935,0,0.311900561
5937,0,0.306836765
5940,0,0.253894575
5944,0,0.35508282
5955,1,0.703267029
5956,0,0.35002649
5960,0,0.266172301
5974,1,0.565807969
5977,0,0.308206746
5978,0,0.327607208
5984,0,0.276005705
5988,1,0.699157506
5994,0,0.315838089
5999,0,0.273618221
6001,0,0.275409695
6006,1,0.684322703
6018,0,0.316183759
6026,0,0.330767554
6044,0,0.368324594
6045,0,0.275000422
6047,0,0.303576121
6058,0,0.245905138
6059,0,0.23783078
6070,0,0.364180273
6072,0,0.326227611
6077,1,0.746265456
6086,0,0.296381907
6095,0,0.286638417
6105,0,0.216852209
6120,0,0.331998163
6128,1,0.710098529
6130,0,0.288056891
6138,0,0.280057116
6152,1,0.98701946
6153,0,0.269147105
6156,0,0.337658247
6158,0,0.346460776
6161,1,0.984754939
6169,0,0.277666405
6180,0,0.388265024
6181,0,0.360376957
6193,0,0.321067833
6194,0,0.333041121
6198,1,0.561307655
6200,0,0.283089168
6201,1,0.758305013
6216,0,0.407430199
6218,0,0.337246781
6220,0,0.345955076
6223,1,0.683520765
6229,0,0.420351364
6236,0,0.304747336
6237,0,0.307372349
6246,0,0.293428015
6249,0,0.312523932
6252,0,0.35451524
6257,0,0.306640446
6264,0,0.312174326
6271,0,0.24466944
6288,0,0.348692211
6292,1,0.80534905
6302,0,0.384960818
6306,0,0.338248632
6310,1,0.561694665
6312,1,0.695305634
6313,0,0.309845848
6317,0,0.373423919
6318,0,0.320209376
6321,0,0.326148868
6324,0,0.307112422
6327,0,0.289434077
6330,1,0.98223578
6331,0,0.323989311
6332,1,0.703043859
6333,1,0.755007742
6347,0,0.416080494
6350,1,0.622693717
6351,1,0.785126579
6352,0,0.334845284
6354,0,0.337724809
6359,1,0.641986752
6361,0,0.315301958
6363,1,0.594054127
6370,1,0.781016803
6377,0,0.340229412
6378,1,0.986551452
6380,0,0.362875216
6396,0,0.372686606
6397,0,0.309618174
6399,0,0.327010718
6417,0,0.296019706
6418,0,1.10E-06
6431,0,0.215243297
6434,1,0.591160928
6440,1,0.717667368
6441,0,0.334256714
6443,1,0.714221352
6448,0,0.326480642
6456,0,0.334838715
6457,1,0.682445982
6463,0,0.438724967
6469,1,0.793953381
6481,1,0.957931496
6482,0,0.421469055
6485,0,0.363141848
6509,0,0.273072334
6516,1,0.491950753
6524,0,0.449093457
6527,0,0.426606193
6536,0,0.315396702
6549,0,0.363422368
6554,0,0.326234225
6563,0,0.312701072
6565,0,0.304605022
6566,0,0.287320512
6575,0,0.41859087
6608,0,0.251355616
6612,0,0.342420558
6613,0,0.355496258
6617,0,0.341401718
6618,0,0.328550689
6625,1,0.767800155
6636,1,0.739479865
6649,0,0.300535241
6650,1,0.677875438
6654,0,0.34373268
6656,0,0.305451542
6657,0,0.344200955
6672,0,0.388870245
6673,0,0.239846174
6677,0,0.309514483
6679,0,0.292050982
6680,0,0.233962597
6693,0,0.293452153
6701,0,0.295472256
6703,0,0.252953938
6705,0,0.226512949
6706,0,0.308705763
6710,1,0.980890738
6711,0,0.268234929
6714,0,0.304842638
6717,0,0.25930156
6721,0,0.479558472
6733,0,0.307990587
6737,0,0.282637214
6738,0,0.28165752
6740,0,0.283970921
6746,0,0.316813953
6762,0,0.347159415
6767,1,0.764201172
6776,0,0.374380108
6780,1,0.694704566
6784,1,0.890455095
6788,0,0.398925918
6789,1,0.815941098
6791,0,0.305458573
6794,1,0.986214651
6805,1,0.755670135
6818,0,0.337974952
6828,0,0.436538438
6843,0,0.424445451
6859,1,0.968763276
6862,0,0.346899979
6867,1,0.836760543
6870,0,0.296190284
6877,0,0.428101045
6884,0,0.357376771
6889,0,0.38616765
6898,0,0.23472134
6900,0,0.255767105
6903,0,0.456447414
6905,0,0.234874865
6927,0,0.324431834
6929,0,0.299216348
6953,0,0.349545048
6954,1,0.972338229
6955,0,0.373058377
6956,0,0.348988432
6958,0,0.331829918
6963,0,0.372641192
6978,0,0.377621159
7001,1,0.96936852
7005,0,0.332332091
7006,1,0.807227834
7011,0,0.293739619
7014,0,0.320653173
7028,0,0.261816765
7033,0,0.312751448
7037,0,0.465435951
7044,0,0.471767045
7051,0,0.448398036
7052,0,0.428141938
7058,0,0.349925525
7068,0,0.319449192
7081,0,0.329112607
7082,0,0.240179088
7088,0,0.387033341
7097,0,0.304003147
7100,0,0.270582805
7124,0,0.41618911
7125,0,0.415006898
7143,1,0.809133334
7144,0,0.452760685
7148,0,0.42218803
7150,1,0.802340145
7160,0,0.392209296
7161,0,0.301080014
7162,0,0.296910906
7166,0,0.305385254
7171,0,0.269616034
7172,0,0.280988047
7180,0,0.305487795
7186,0,0.265677141
7187,0,0.259958338
7188,0,0.262771517
7194,0,0.230312528
7201,0,0.358875675
7202,1,0.772680077
7204,0,0.35061038
7206,0,0.325337616
7218,0,0.357462575
7220,0,0.259166026
7221,1,0.69762544
7222,1,0.971207658
7227,0,0.347873268
7232,0,0.32846593
7256,0,0.374155321
7260,1,0.981258916
7261,0,0.247173728
7265,0,0.239307369
7282,0,0.339081214
7290,0,0.353099951
7294,0,0.398253471
7297,0,0.342102061
7311,0,0.268780419
7318,0,0.363536875
7323,1,0.818743971
7328,0,0.305206323
7332,0,0.323571579
7339,0,0.353053606
7347,0,0.338934882
7349,0,0.310767999
7355,0,0.352734971
7357,0,0.425782879
7359,1,0.78267273
7377,0,0.311058196
7381,0,0.266495852
7382,1,0.697991162
7384,0,0.311388559
7391,0,0.35081681
7397,0,0.333448428
7401,0,0.373635367
7402,1,0.619364542
7404,0,0.307614202
7407,1,0.727188122
7410,0,0.320772009
7411,0,0.288271108
7424,0,0.251044595
7427,0,0.247472646
7428,0,0.26464918
7429,0,0.288327853
7438,0,0.434077979
7441,0,0.360699786
7443,1,0.775525789
7445,1,0.8152049
7447,1,0.768583272
7461,1,0.638278287
7475,1,0.719046818
7477,0,0.388100436
7479,0,0.375390488
7483,0,0.294292194
7485,0,0.303202429
7488,0,0.400527377
7489,0,0.332706356
7491,0,0.288887983
7495,1,0.574226946
7497,0,0.32230268
7501,0,0.370662258
7505,0,0.338569907
7515,0,0.37802843
7517,0,0.288623342
7523,1,0.544462583
7530,1,0.784878808
7534,1,0.838617146
7537,1,0.740063347
7538,1,0.494431437
7542,0,0.416026929
7545,1,0.802138543
7549,1,0.749121405
7550,0,0.438867569
7552,0,0.407535452
7554,0,0.425310278
7600,0,0.350286074
7601,0,0.311670317
